Inputs,MMSE,MAE,MSE,RMSE,RSS,R2
"['Age', 'BiomassEst', 'dBiomassEst', 'CPR', 'CumulativeAge', 'Protein']",1.2993249495824175,0.1225859560072422,0.0541530130431056,0.2146781384944915,0.9747542242209116,-0.5752530296643575
"['dBiomassEst', 'BioWeight', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.4275143543879192,0.1243359216799338,0.1788425184786319,0.3164787019292513,3.2191654220223427,-19.28761686881383
"['dBiomassEst', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",1.3021796941757202,0.1245693018039067,0.0530411191284656,0.227952778339386,0.9547401269276936,-1.0323749780654907
"['Age', 'BiomassEst', 'CPR', 'Biomass0', 'miuSimp', 'Protein']",1.3140088319778442,0.1254040201505025,0.0632008158912261,0.2058042784531911,1.1376146624485652,-1.9204593698183696
"['Age', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.4024624824523926,0.1312197844187418,0.1400229552139838,0.2964589695135752,2.520413170258204,-3.148281137148539
"['Time', 'BiomassEst', 'CPR', 'Biomass0', 'miuSimp', 'Protein']",1.5835918585459392,0.1319443266838789,0.3197031915963937,0.3688613437116146,5.754657489558061,-39.9998148282369
"['dBiomassEst', 'CPR', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.343766490618388,0.1354852579534053,0.0727959970633188,0.2209035381674766,1.3103279670079548,-2.116552730401357
"['BiomassEst', 'dCarbon_Feed', 'CumulativeAge', 'miuSimp', 'Protein']",1.3965052366256714,0.1374544625480969,0.1215963273619612,0.2571706647674243,2.188733850916227,-4.4673112233479815
"['Time', 'BiomassEst', 'BioWeight', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.3707142273585002,0.1413631339867909,0.0879879162336389,0.2275525579849878,1.5837825213869412,-2.2709763447443643
"['BiomassEst', 'BioWeight', 'Biomass0', 'miuSimp', 'Protein']",1.3868248065312705,0.143958032131195,0.0989087432002027,0.2365089952945709,1.7803573173781235,-2.25686647494634
"['CPR', 'dCarbon_Feed', 'CumulativeAge', 'miuSimp', 'Protein']",1.4067878723144531,0.1488457769155502,0.1090963409903148,0.2611363803346951,1.963734179735184,-3.3662922382354736
"['Time', 'BiomassEst', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.3760215044021606,0.1521296066542466,0.0717623348658283,0.2252799148360888,1.2917220344146092,-2.1131948630015054
"['dBiomassEst', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.5765845775604248,0.1527909040451049,0.2710027536377311,0.3653727148969968,4.878049689034621,-5.370199799537659
"['dBiomassEst', 'CPR', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.4055237770080566,0.1529124490916729,0.0996989119642724,0.2372333370149135,1.794580412407716,-2.574005345503489
"['Time', 'BioWeight', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",1.412617802619934,0.1558594480156898,0.1008988755444685,0.2492861499389012,1.8161796977122624,-3.864585955937704
"['BiomassEst', 'dBiomassEst', 'CPR', 'dCarbon_Feed', 'CumulativeAge', 'Protein']",1.4155707359313965,0.1586703372498353,0.0982300682614247,0.2830654308199882,1.7681412647167842,-1.8440335194269817
"['Time', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.4346953233083088,0.1642118729650974,0.1062715076841414,0.2632608339190483,1.9128871659437816,-5.18065881729126
"['Age', 'dBiomassEst', 'CPR', 'Biomass0', 'CumulativeAge', 'Protein']",1.437190572420756,0.1701787287990252,0.0968330334872007,0.2406575058897336,1.7429946040113766,-2.523785869280497
"['dBiomassEst', 'BioWeight', 'CPR', 'Biomass0', 'CumulativeAge', 'Protein']",1.5032334327697754,0.1750672049820423,0.1530990012300511,0.2884009530146916,2.75578194608291,-10.076419611771902
"['Time', 'Age', 'BioWeight', 'CPR', 'Biomass0', 'Protein']",1.582851767539978,0.1897981216510137,0.2032555664579073,0.3314249143004417,3.6586001217365274,-15.17992889881134
"['CPR', 'Biomass0', 'Induction', 'miuSimp', 'Protein']",1.5693211555480957,0.1914711172382036,0.1863789092749357,0.305364357928435,3.3548203259706497,-8.737188637256622
"['dBiomassEst', 'CPR', 'Carbon_Feed', 'Biomass0', 'Protein']",1.588480273882548,0.1972967125475406,0.193886949835966,0.2945552815993627,3.489964979390303,-5.507457574208577
"['BiomassEst', 'dBiomassEst', 'CPR', 'dCarbon_Feed', 'Biomass0', 'Protein']",2.094814221064249,0.2033189783493677,0.6881762356497347,0.541181152065595,12.38717239846786,-85.72262499729793
"['BiomassEst', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.68497367699941,0.2243554840485254,0.2362626986578107,0.3551900312304497,4.252728454768658,-10.682419061660768
"['Time', 'BioWeight', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.7516140937805176,0.24321032812198,0.2651934792908529,0.3510618979732195,4.773482748617728,-10.496623039245604
"['Age', 'BiomassEst', 'Carbon_Feed', 'Biomass0', 'Protein']",1.7141573826471963,0.2456523726383845,0.2228525429964065,0.3548437481125195,4.011345734198888,-10.177327235539757
"['Age', 'BiomassEst', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.9644283453623452,0.2459418748815854,0.4725446763137976,0.4568972463409106,8.505803935229778,-22.47022064526876
"['BiomassEst', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",2.045766115188598,0.2512085785468419,0.5433489062512914,0.5257376854618391,9.780280301968256,-58.11747161547343
"['Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",2.3848305543263755,0.2518978208924333,0.881035077618435,0.5973351895809174,15.858630925416946,-100.16676652431488
"['Time', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.9566197792689008,0.2854151216646035,0.385789542303731,0.4139279946684837,6.944211999575297,-16.78165199359258
"['Age', 'BiomassEst', 'CPR', 'Biomass0', 'CumulativeAge', 'Protein']",1.982537031173706,0.3045267065366109,0.3734836817408601,0.4246229852239291,6.722705950339635,-7.026053011417389
"['BiomassEst', 'dBiomassEst', 'BioWeight', 'Biomass0', 'CumulativeAge', 'Protein']",2.31357212861379,0.3110164906829595,0.6915391866738597,0.5402274069686731,12.447705196837584,-11.320089300473532
"['BioWeight', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",2.075209101041158,0.329852228363355,0.4155047343422969,0.4342785241703192,7.479085460305214,-18.2907621661822
"['BioWeight', 'CPR', 'Biomass0', 'CumulativeAge', 'Protein']",2.059328397115072,0.34101419399182,0.3772998570154111,0.433602658410867,6.791397583981355,-12.749803682168324
"['BiomassEst', 'BioWeight', 'CPR', 'Biomass0', 'miuSimp', 'Protein']",2.9204243421554565,0.350461874778072,1.2195003328767295,0.7232542323569456,21.95100550726056,-22.93221539258957
"['BioWeight', 'Biomass0', 'Induction', 'Protein']",2.2802548011144004,0.3505552820861339,0.57914427590246,0.5073035011688868,10.424596885840096,-45.87748430172602
"['BiomassEst', 'BioWeight', 'Biomass0', 'Protein']",2.4026758670806885,0.3727081206937631,0.6572595870432755,0.543863316377004,11.8306725670894,-39.602196633815765
"['BiomassEst', 'dBiomassEst', 'Biomass0', 'CumulativeAge', 'Protein']",4.2574377457300825,0.3814144805073738,2.49460838874802,0.9891665279865264,44.90295163542032,-314.09192450841266
"['BiomassEst', 'CPR', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",2.666712244351705,0.4099460852642854,0.846820297340552,0.6106685350338618,15.242765511075657,-46.78535900513331
"['Age', 'dBiomassEst', 'CPR', 'Carbon_Feed', 'Biomass0', 'Protein']",2.905344128608704,0.4132335595786571,1.078876856636877,0.6448228191584349,19.41978405664365,-48.9904486934344
"['BiomassEst', 'BioWeight', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",3.0483361879984536,0.4306535708407561,1.187028919463046,0.7106559301416079,21.366519921769697,-121.63175805409747
"['Time', 'BiomassEst', 'BioWeight', 'Biomass0', 'CumulativeAge', 'Protein']",5.58075213432312,0.4570333287119865,3.666684883646667,1.211531323691209,66.00032854576905,-467.2462370793025
"['dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",3.2080299854278564,0.5387068080405394,1.130616595968604,0.7145321518182755,20.35109888513883,-67.50325135389964
"['BiomassEst', 'BioWeight', 'Carbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",5.194410840670268,0.6068172951539358,2.9807762345299125,1.0971378982067108,53.653972864151,-331.1305892864863
"['BiomassEst', 'dCarbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",5.749195257822673,0.6298058604200681,3.4895839129264155,1.1705856695771215,62.81250916918119,-345.7349178592364
"['Time', 'Age', 'CPR', 'dCarbon_Feed', 'Biomass0', 'Protein']",6.016631086667378,0.6335835208495458,3.7494639935127143,1.182359093179305,67.49035252134006,-293.0808028380076
"['dBiomassEst', 'Carbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",4.8532265822092695,0.6492916842301687,2.5546432255456843,1.0004085426529248,45.9835774252812,-209.22684597969052
"['BiomassEst', 'CPR', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",6.296539107958476,0.6981829976042112,3.9001724697106206,1.194120166202386,70.20310700063904,-143.84114851554236
"['BioWeight', 'Carbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",5.899509787559509,0.7028260870526234,3.4938571294769645,1.1392155935366948,62.88942896574736,-342.90851618846256
"['Time', 'BiomassEst', 'Biomass0', 'miuSimp', 'Protein']",8.72936487197876,0.7062369907895724,6.3168913571086405,1.5180389222999413,113.70404061302544,-203.8911488850912
"['Age', 'BiomassEst', 'dBiomassEst', 'CPR', 'Biomass0', 'Protein']",6.9446068207422895,0.7086160046358904,4.527375120359163,1.29895173261563,81.49275280286868,-461.3853625456492
"['Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",5.387419819831848,0.7731878347694874,2.841044308928152,1.0760804091890652,51.13879629969597,-75.36040904124577
"['Time', 'BiomassEst', 'BioWeight', 'CPR', 'Biomass0', 'Protein']",6.55361807346344,0.7910518571734428,3.9715143103773394,1.2099986523389816,71.48725631584723,-321.81308021148044
"['BiomassEst', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",10.699151635169985,0.8161119259893894,8.06692805265387,1.722471463183562,145.2047036687533,-646.6879083712896
"['BioWeight', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",8.161455829938253,0.94255489235123,5.276345570726941,1.3801830758651097,94.9742215424776,-392.9632119735082
"['Age', 'dBiomassEst', 'CPR', 'Biomass0', 'Protein']",9.686188538869224,0.9882603908578554,6.7096675882736845,1.5640475203593571,120.77401404827832,-589.0774575670561
"['BiomassEst', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",10.404531637827557,0.9965710050115982,7.411389051160465,1.6409987695515156,133.4050003811717,-593.6013409694036
"['Time', 'Age', 'dCarbon_Feed', 'Biomass0', 'Protein']",25.21084411938985,1.012728008441627,22.18539045397968,2.764753515521685,399.3370078280568,-2784.6551065246263
"['CPR', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",9.783861438433329,1.0445951484143734,6.6946708268175525,1.5645694484313328,120.50407742460568,-379.484466612339
"['Age', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",21.91088847319285,1.0546417112151782,18.801604570277657,2.5842742708822093,338.428877171129,-2242.8589781324067
"['BiomassEst', 'dBiomassEst', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",19.690918525060017,1.0944160309930642,16.502085818288226,2.4234295959273973,297.0375548998515,-2021.9337589542072
"['dBiomassEst', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",12.397289911905924,1.1603475157171488,9.076594878958227,1.8091663643717768,163.37870909149447,-782.3069438139597
"['Age', 'BiomassEst', 'CPR', 'Biomass0', 'Protein']",25.94643310705821,1.2554087216655414,22.435613118422527,2.784485597163439,403.84103613346815,-2686.2380337516465
"['BiomassEst', 'BioWeight', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",10.829740762710571,1.2670172303915024,7.295707556419074,1.6754549170533817,131.32273982961974,-478.3278198838234
"['Age', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",27.08027370770772,1.2829219444344442,23.51442808099091,2.868993370483319,423.259725805372,-2896.8522578080497
"['BioWeight', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",14.03296689192454,1.2968217357993126,10.43932392805194,1.9305175667007763,187.90782816211384,-771.2818858822187
"['Time', 'BioWeight', 'Biomass0', 'Induction', 'Protein']",20.03257918357849,1.3952319597204526,16.242114340110373,2.369489512095849,292.35806575169164,-1534.9019506971042
"['BiomassEst', 'BioWeight', 'CPR', 'Carbon_Feed', 'Biomass0', 'Protein']",30.88147107760112,1.4708159938454628,26.93983236514032,3.073653921484947,484.9170029213031,-3176.220142185688
"['BiomassEst', 'BioWeight', 'dCarbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",29.995696028073628,1.5148121279974778,25.96607588790357,3.023508126537005,467.3893456359704,-2868.489037732283
"['Time', 'BiomassEst', 'CPR', 'Biomass0', 'Protein']",17.55568532148997,1.613876510411501,13.327934843177596,2.199797958135605,239.9028170034289,-676.899533589681
"['Time', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",30.88082190354665,1.6632743751009305,26.554273173833888,3.072341846923033,477.9769171277682,-2392.086446364721
"['Age', 'BiomassEst', 'dCarbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",32.20375871658325,1.6962035931646824,27.81135022888581,3.091770635296901,500.6042939474185,-2762.812563121319
"['BioWeight', 'dCarbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",36.903543750445046,2.109764322638512,31.684012869993847,3.343603198726972,570.3122469137112,-2890.2501906553903
"['BiomassEst', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",63.14028970400492,2.3773916413386664,57.38550230224306,4.440243461479743,1032.9390719582636,-6009.380473951499
"['BiomassEst', 'CPR', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",33.611419916152954,2.3808962491651378,27.849626794147,3.134011854728063,501.2932619452477,-1308.0580175121625
"['CPR', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",63.90741737683614,2.6895157136023045,57.52838152243445,4.461652465164661,1035.5108470618725,-943.3361553549768
"['Age', 'BiomassEst', 'Biomass0', 'miuSimp', 'Protein']",131.01422452926636,3.195095910380284,123.624023162527,6.487907193601131,2225.23243727535,-14667.993706305822
"['Age', 'CPR', 'Biomass0', 'miuSimp', 'Protein']",137.63928802808127,3.427996401054164,129.78330283417986,6.631367626910408,2336.0993899802365,-14082.995039423307
"['BioWeight', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",89.58754201730092,3.611510666708152,81.36452580392749,5.275802694261074,1464.5614543032525,-6557.087573587894
"['CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",168.3327278296153,3.651327515641848,160.03006581853455,7.38394661496083,2880.541245778402,-18747.20906426509
"['Time', 'dBiomassEst', 'BioWeight', 'Biomass0', 'Protein']",213.124768336614,4.593553961565097,202.9376604679661,8.275943076858917,3652.8778070410094,-19724.580822030704
"['BiomassEst', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",205.91335912545523,4.686120580881834,195.5411166632548,8.167421894768873,3519.7400185614824,-21350.29942858219
"['Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",332.94113270441693,5.579584635794163,320.78194052811403,10.419677344461284,5774.0747667476535,-35234.24088384708
"['Time', 'BiomassEst', 'dCarbon_Feed', 'Biomass0', 'Protein']",853.8738113641739,6.6200359134624405,839.6338349093761,16.805363095055025,15113.409028378626,-105620.84512335062
"['BioWeight', 'Biomass0', 'CumulativeAge', 'Protein']",573.8750232855479,9.271158074339231,554.3327122409828,13.65390126903852,9977.9890644749,-37602.82642535368
"['Age', 'BiomassEst', 'BioWeight', 'dCarbon_Feed', 'Biomass0', 'Protein']",3646.764576236407,13.953222587083776,3617.8579378149775,34.79938307404518,65121.44353171438,-455173.1528754234
"['dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",6377.607453942299,15.165748737752438,6346.275869990738,46.076016741494335,114232.96565984066,-820975.1986969709
"['Time', 'dBiomassEst', 'CPR', 'Biomass0', 'Protein']",7954.046565214793,21.62041792273521,7909.806126129581,51.4235973979036,142376.505061994,-981171.3385275602
"['dBiomassEst', 'CPR', 'Biomass0', 'CumulativeAge', 'Protein']",7070.511965354283,23.092519097030163,7023.326586364458,48.5007522876064,126419.8733462294,-827345.0804619392
"['dBiomassEst', 'Biomass0', 'CumulativeAge', 'Protein']",26470.294864177704,43.80802235255639,26381.676886707235,93.86954656243324,474870.1943773876,-3071904.781979243
